frame_index,imgid,timestamp,image_path,ref_x_enu_m,ref_y_enu_m,raw_x_px,raw_y_px,aligned_x_m,aligned_y_m,ref_x_rel_m,ref_y_rel_m,delta_x_img_px,delta_y_img_px,feature_dx_px,feature_dy_px,keypoints_prev,keypoints_curr,good_matches,ransac_inliers,inlier_ratio,homography_success,tracking_status,method_name,pair_from_frame_index,pair_to_frame_index,imgid_sync,image_path_sync,image_filename,timestamp_sync,lat,lon,alt,x_enu_m,y_enu_m,z_enu_m,reference_type,fix_type,num_sat,eph_m,epv_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,has_reference,gt_x_utm_m,gt_y_utm_m,gt_z_m,gt_omega_deg,gt_phi_deg,gt_kappa_deg,gt_x_gps_utm_m,gt_y_gps_utm_m,gt_z_gps_m,gt_z_minus_gps_z_m,abs_gt_z_minus_gps_z_m,gt_interpolated_by_imgid,pose_azimuth_raw,pose_height_m,pose_altitude_m,pose_veh_pitch_raw,pose_attitude_w,pose_attitude_x,pose_attitude_y,pose_attitude_z,pose_vel_x,pose_vel_y,pose_vel_z,pose_gps_on,barometer_pressure,barometer_altitude_m,barometer_temperature,barometer_error_count,height_agl_m,height_agl_source,height_agl_quality,pose_azimuth_deg,yaw_deg,yaw_source,yaw_quality,pose_veh_pitch_deg,height_used_m,yaw_used_rad,yaw_used_deg,meters_per_px_x,meters_per_px_y,delta_east_m,delta_north_m,estimated_x_enu_m,estimated_y_enu_m,confidence,position_error_m,aligned_error_m
101,102,10367746,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00102.jpg,1.294074604229536,-0.7188388723880053,57.795806884765625,-74.04413604736328,0.8450231762162039,-0.4126667063247249,1.294074604229536,-0.7188388723880053,1.0,-0.0,-1.0,0.0,2000,2000,1359,1307,0.9617365710080942,True,ok,orb_metric_scaling_pinhole_altitude_heading,100.0,101.0,102,data/raw/zurich_mav_sample/MAV_Images/00102.jpg,00102.jpg,10367746,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.8121334,5247973.6850716,470.1540499333333,98.74240126666668,-77.04135933333333,13.231831433333332,465672.0741547333,5247977.360107699,467.6555633,2.498486633333357,2.498486633333357,True,0.0,0.0,475.0384521484375,0.1144828647375106,0.9951444864273072,0.0102938218042254,-0.0567275919020175,0.0797712728381156,0.0,0.0,0.0,1.0,957.8399658203124,471.8025207519531,10.359999656677246,0.0,2.498486633333357,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.74240126666668,gt_omega_deg,groundtruth_orientation_candidate,6.559384976026434,2.498486633333357,1.723380013428753,98.74240126666668,0.002796635658459512,0.0027812679151946033,-0.0004250671012811321,-0.0027641434415702315,-0.30498764462120576,-0.1922859250894418,0.9617365710080942,1.6835254919389833,0.5434966239754334
102,103,10396814,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00103.jpg,1.3776852048467845,-0.6193036651238799,57.795806884765625,-74.04413604736328,0.8450231762162039,-0.4126667063247249,1.3776852048467845,-0.6193036651238799,-0.0,-0.0,0.0,0.0,2000,2000,1662,1637,0.9849578820697954,True,ok,orb_metric_scaling_pinhole_altitude_heading,101.0,102.0,103,data/raw/zurich_mav_sample/MAV_Images/00103.jpg,00103.jpg,10396814,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8105808,5247973.6822712,470.1564422,98.7493722,-77.046101,13.2425142,465672.0918618,5247977.376304399,467.6477966,2.5086455999999657,2.5086455999999657,True,0.0,0.0,475.1255798339844,0.1142085716128349,0.9951351881027222,0.0115607203915715,-0.0561575517058372,0.0801169425249099,0.0,0.0,0.0,1.0,957.8399658203124,471.8025207519531,10.359999656677246,0.0,2.5086455999999657,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.7493722,gt_omega_deg,groundtruth_orientation_candidate,6.543669137633062,2.5086455999999657,1.7235016791673563,98.7493722,0.0028080069133839523,0.0027925766841367344,0.0,0.0,-0.30498764462120576,-0.1922859250894418,0.9849578820697954,1.7360103884023406,0.5713384894146456
103,104,10430147,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00104.jpg,1.3776852048467845,-0.6193036651238799,58.795806884765625,-74.04413604736328,0.8375760337940392,-0.40928408213205403,1.3776852048467845,-0.6193036651238799,1.0,-0.0,-1.0,0.0,2000,2000,1459,1383,0.947909527073338,True,ok,orb_metric_scaling_pinhole_altitude_heading,102.0,103.0,104,data/raw/zurich_mav_sample/MAV_Images/00104.jpg,00104.jpg,10430147,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8090282,5247973.6794708,470.1588344666666,98.75634313333332,-77.05084266666667,13.253196966666668,465672.10956886667,5247977.3925011,467.6400299,2.518804566666631,2.518804566666631,True,0.0,0.0,475.1255798339844,0.111601322889328,0.9951907992362976,0.0111478045582771,-0.0549887716770172,0.0802953615784645,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.518804566666631,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.75634313333332,gt_omega_deg,groundtruth_orientation_candidate,6.394284789635245,2.518804566666631,1.72362334490596,98.75634313333333,0.0028193781683084557,0.002803885453078929,-0.0004292018478719332,-0.00278651736576639,-0.3054168464690777,-0.1950724424552082,0.947909527073338,1.735743254467843,0.5795050835802427
104,105,10463480,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00105.jpg,1.3776852048467845,-0.6193036651238799,58.795806884765625,-74.04413604736328,0.8375760337940392,-0.40928408213205403,1.3776852048467845,-0.6193036651238799,-0.0,-0.0,0.0,0.0,2000,2000,1426,1370,0.9607293127629734,True,ok,orb_metric_scaling_pinhole_altitude_heading,103.0,104.0,105,data/raw/zurich_mav_sample/MAV_Images/00105.jpg,00105.jpg,10463480,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8074756,5247973.6766704,470.1612267333333,98.76331406666668,-77.05558433333333,13.263879733333331,465672.1272759333,5247977.4086978,467.6322632,2.5289635333332967,2.5289635333332967,True,0.0,0.0,474.777099609375,0.1097274795174598,0.9952242970466614,0.0107170343399047,-0.0540774092078208,0.0805569663643837,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.5289635333332967,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.76331406666668,gt_omega_deg,groundtruth_orientation_candidate,6.286921472958634,2.5289635333332967,1.723745010644564,98.76331406666668,0.002830749423232959,0.0028151942220211233,0.0,0.0,-0.3054168464690777,-0.1950724424552082,0.9607293127629734,1.735743254467843,0.5795050835802427
105,106,10496813,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00106.jpg,1.3776852048467845,-0.6193036651238799,58.795806884765625,-74.04413604736328,0.8375760337940392,-0.40928408213205403,1.3776852048467845,-0.6193036651238799,-0.0,-0.0,0.0,0.0,2000,2000,1490,1445,0.9697986577181208,True,ok,orb_metric_scaling_pinhole_altitude_heading,104.0,105.0,106,data/raw/zurich_mav_sample/MAV_Images/00106.jpg,00106.jpg,10496813,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.805923,5247973.67387,470.163619,98.770285,-77.060326,13.2745625,465672.144983,5247977.4248945,467.6244965,2.539122500000019,2.539122500000019,True,0.0,0.0,474.9513244628906,0.1081057265400886,0.9952282309532166,0.0107737509533762,-0.0531271360814571,0.0811310708522796,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.539122500000019,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.770285,gt_omega_deg,groundtruth_orientation_candidate,6.194001871942488,2.539122500000019,1.7238666763831676,98.77028500000002,0.0028421206781575263,0.002826502990963381,0.0,0.0,-0.3054168464690777,-0.1950724424552082,0.9697986577181208,1.735743254467843,0.5795050835802427
106,107,10530146,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00107.jpg,1.3776852048467845,-0.6193036651238799,58.795806884765625,-74.04413604736328,0.8375760337940392,-0.40928408213205403,1.3776852048467845,-0.6193036651238799,-0.0,-0.0,0.0,0.0,2000,2000,1462,1327,0.9076607387140904,True,ok,orb_metric_scaling_pinhole_altitude_heading,105.0,106.0,107,data/raw/zurich_mav_sample/MAV_Images/00107.jpg,00107.jpg,10530146,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8043704,5247973.6710696,470.16601126666666,98.77725593333334,-77.06506766666666,13.285245266666667,465672.1626900666,5247977.441091199,467.6167298,2.5492814666666845,2.5492814666666845,True,0.0,0.0,474.9513244628906,0.1082643792033195,0.9951891899108888,0.0113398367539048,-0.0531595312058925,0.0815118178725242,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.5492814666666845,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.77725593333334,gt_omega_deg,groundtruth_orientation_candidate,6.203091999954129,2.5492814666666845,1.7239883421217712,98.77725593333334,0.00285349193308203,0.0028378117599055755,0.0,0.0,-0.3054168464690777,-0.1950724424552082,0.9076607387140904,1.735743254467843,0.5795050835802427
107,108,10563479,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00108.jpg,1.3776852048467845,-0.6193036651238799,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.3776852048467845,-0.6193036651238799,1.0,-0.0,-1.0,0.0,2000,2000,1485,1418,0.9548821548821548,True,ok,orb_metric_scaling_pinhole_altitude_heading,106.0,107.0,108,data/raw/zurich_mav_sample/MAV_Images/00108.jpg,00108.jpg,10563479,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8028178,5247973.6682692,470.1684035333333,98.78422686666669,-77.06980933333332,13.295928033333333,465672.1803971333,5247977.457287899,467.6089631,2.55944043333335,2.55944043333335,True,0.0,0.0,474.9513244628906,0.1102733686566352,0.9950864911079408,0.0119216265156865,-0.0539103671908378,0.0821861997246742,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.55944043333335,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.78422686666669,gt_omega_deg,groundtruth_orientation_candidate,6.318198616715414,2.55944043333335,1.7241100078603753,98.78422686666669,0.0028648631880065336,0.00284912052884777,-0.000437504080967569,-0.002831259660492425,-0.30585435055004523,-0.1979037021157006,0.9548821548821548,1.7354778487232414,0.5878035710986341
108,109,10599588,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00109.jpg,1.4228424452012405,-0.6417949311435223,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.4228424452012405,-0.6417949311435223,-0.0,-0.0,0.0,0.0,2000,2000,1389,1328,0.9560835133189344,True,ok,orb_metric_scaling_pinhole_altitude_heading,107.0,108.0,109,data/raw/zurich_mav_sample/MAV_Images/00109.jpg,00109.jpg,10599588,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.8012652,5247973.6654688,470.1707958,98.7911978,-77.074551,13.3066108,465672.1981042,5247977.4734846,467.6011964,2.5695994000000155,2.5695994000000155,True,0.0,0.0,475.0384521484375,0.1102497652173042,0.995027244091034,0.011768952012062,-0.0540375858545303,0.0828391164541244,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.5695994000000155,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.7911978,gt_omega_deg,groundtruth_orientation_candidate,6.316846239259754,2.5695994000000155,1.7242316735989787,98.7911978,0.0028762344429310374,0.0028604292977899644,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9560835133189344,1.7847778670883927,0.6380619306981092
109,110,10632921,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00110.jpg,1.4228424452012405,-0.6417949311435223,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.4228424452012405,-0.6417949311435223,-0.0,-0.0,0.0,0.0,2000,2000,1556,1524,0.9794344473007712,True,ok,orb_metric_scaling_pinhole_altitude_heading,108.0,109.0,110,data/raw/zurich_mav_sample/MAV_Images/00110.jpg,00110.jpg,10632921,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7997126,5247973.6626684,470.1731880666666,98.79816873333333,-77.07929266666666,13.317293566666669,465672.2158112666,5247977.4896813,467.5934297,2.579758366666624,2.579758366666624,True,0.0,0.0,474.8642272949219,0.1121235117316246,0.994950532913208,0.0111613282933831,-0.0550928190350532,0.0831482335925102,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.579758366666624,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.79816873333333,gt_omega_deg,groundtruth_orientation_candidate,6.424204006407662,2.579758366666624,1.724353339337582,98.79816873333333,0.002887605697855477,0.0028717380667320955,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9794344473007712,1.7847778670883927,0.6380619306981092
110,111,10666254,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00111.jpg,1.4228424452012405,-0.6417949311435223,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.4228424452012405,-0.6417949311435223,-0.0,-0.0,0.0,0.0,2000,2000,1513,1498,0.9900859220092532,True,ok,orb_metric_scaling_pinhole_altitude_heading,109.0,110.0,111,data/raw/zurich_mav_sample/MAV_Images/00111.jpg,00111.jpg,10666254,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.79816,5247973.659868,470.1755803333333,98.80513966666666,-77.08403433333334,13.327976333333334,465672.2335183333,5247977.505878,467.585663,2.5899173333332897,2.5899173333332897,True,0.0,0.0,474.9513244628906,0.1134036630392074,0.9949023723602296,0.0110003883019089,-0.0558989644050598,0.0832078978419303,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.5899173333332897,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.80513966666666,gt_omega_deg,groundtruth_orientation_candidate,6.497551273470311,2.5899173333332897,1.724475005076186,98.80513966666666,0.002898976952779981,0.00288304683567429,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9900859220092532,1.7847778670883927,0.6380619306981092
111,112,10699587,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00112.jpg,1.4228424452012405,-0.6417949311435223,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.4228424452012405,-0.6417949311435223,-0.0,-0.0,0.0,0.0,2000,2000,1387,1323,0.953857245854362,True,ok,orb_metric_scaling_pinhole_altitude_heading,110.0,111.0,112,data/raw/zurich_mav_sample/MAV_Images/00112.jpg,00112.jpg,10699587,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7966074,5247973.6570676,470.1779726,98.8121106,-77.088776,13.3386591,465672.2512254,5247977.522074699,467.5778963,2.600076299999955,2.600076299999955,True,0.0,0.0,475.0384521484375,0.1153293922543525,0.9948635697364808,0.0121173849329352,-0.0564501658082008,0.0831451788544654,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.600076299999955,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.8121106,gt_omega_deg,groundtruth_orientation_candidate,6.607887429983165,2.600076299999955,1.7245966708147895,98.8121106,0.0029103482077044844,0.0028943556046164844,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.953857245854362,1.7847778670883927,0.6380619306981092
112,113,10732920,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00113.jpg,1.4228424452012405,-0.6417949311435223,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.4228424452012405,-0.6417949311435223,-0.0,-0.0,0.0,0.0,2000,2000,1493,1438,0.9631614199598124,True,ok,orb_metric_scaling_pinhole_altitude_heading,111.0,112.0,113,data/raw/zurich_mav_sample/MAV_Images/00113.jpg,00113.jpg,10732920,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7950548,5247973.6542672,470.18036486666665,98.81908153333332,-77.09351766666667,13.349341866666666,465672.2689324666,5247977.538271399,467.5701296,2.610235266666677,2.610235266666677,True,0.0,0.0,474.86334228515625,0.1118940934538841,0.9949530363082886,0.0146598257124423,-0.0541287027299404,0.08320914208889,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.610235266666677,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.81908153333332,gt_omega_deg,groundtruth_orientation_candidate,6.411059307349971,2.610235266666677,1.7247183365533931,98.81908153333332,0.002921719462629051,0.0029056643735587417,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9631614199598124,1.7847778670883927,0.6380619306981092
113,114,10766253,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00114.jpg,1.4228424452012405,-0.6417949311435223,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.4228424452012405,-0.6417949311435223,-0.0,-0.0,0.0,0.0,2000,2000,1398,1336,0.9556509298998568,True,ok,orb_metric_scaling_pinhole_altitude_heading,112.0,113.0,114,data/raw/zurich_mav_sample/MAV_Images/00114.jpg,00114.jpg,10766253,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7935022,5247973.6514668,470.1827571333333,98.82605246666668,-77.09825933333333,13.360024633333332,465672.2866395333,5247977.5544681,467.5623629,2.620394233333343,2.620394233333343,True,0.0,0.0,475.0375671386719,0.1106820628046989,0.9949913024902344,0.015665715560317,-0.0529895797371864,0.083301804959774,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.620394233333343,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.82605246666668,gt_omega_deg,groundtruth_orientation_candidate,6.341615066511158,2.620394233333343,1.7248400022919972,98.82605246666668,0.002933090717553555,0.0029169731425009366,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9556509298998568,1.7847778670883927,0.6380619306981092
114,115,10797338,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00115.jpg,1.710829183110036,-0.4434299748390913,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.710829183110036,-0.4434299748390913,-0.0,-0.0,0.0,0.0,2000,2000,1418,1352,0.9534555712270804,True,ok,orb_metric_scaling_pinhole_altitude_heading,113.0,114.0,115,data/raw/zurich_mav_sample/MAV_Images/00115.jpg,00115.jpg,10797338,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True,465665.7919496,5247973.6486664,470.1851494,98.8330234,-77.10300099999999,13.3707074,465672.3043466,5247977.5706648,467.5545962,2.6305532000000085,2.6305532000000085,True,0.0,0.0,474.86334228515625,0.1119455471634864,0.9949626922607422,0.0165407136082649,-0.0534949898719787,0.0831510573625564,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.6305532000000085,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.8330234,gt_omega_deg,groundtruth_orientation_candidate,6.414007387750475,2.6305532000000085,1.7249616680306008,98.8330234,0.002944461972478059,0.002928281911443131,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9534555712270804,2.0315746664922636,0.8816203594990681
115,116,10830671,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00116.jpg,1.710829183110036,-0.4434299748390913,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.710829183110036,-0.4434299748390913,-0.0,-0.0,0.0,0.0,2000,2000,1472,1425,0.9680706521739132,True,ok,orb_metric_scaling_pinhole_altitude_heading,114.0,115.0,116,data/raw/zurich_mav_sample/MAV_Images/00116.jpg,00116.jpg,10830671,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True,465665.790397,5247973.645866,470.1875416666667,98.83999433333334,-77.10774266666667,13.381390166666666,465672.3220536666,5247977.5868615,467.5468295,2.640712166666674,2.640712166666674,True,0.0,0.0,474.950439453125,0.1172218099236488,0.9947990775108336,0.0159252732992172,-0.0564035810530185,0.0833059325814247,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.34999942779541,0.0,2.640712166666674,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.83999433333334,gt_omega_deg,groundtruth_orientation_candidate,6.716314975509827,2.640712166666674,1.7250833337692044,98.83999433333334,0.002955833227402562,0.0029395906803853255,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.9680706521739132,2.0315746664922636,0.8816203594990681
116,117,10864004,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00117.jpg,1.710829183110036,-0.4434299748390913,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.710829183110036,-0.4434299748390913,-0.0,-0.0,0.0,0.0,2000,2000,1407,1258,0.8941009239516702,True,ok,orb_metric_scaling_pinhole_altitude_heading,115.0,116.0,117,data/raw/zurich_mav_sample/MAV_Images/00117.jpg,00117.jpg,10864004,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True,465665.7888444,5247973.6430656,470.18993393333335,98.84696526666669,-77.11248433333333,13.392072933333331,465672.3397607333,5247977.603058199,467.5390628,2.6508711333333395,2.6508711333333395,True,0.0,0.0,475.0375671386719,0.1193092614412307,0.9947444200515748,0.0154985170811414,-0.0576220899820327,0.0832050070166587,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.34999942779541,0.0,2.6508711333333395,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.84696526666669,gt_omega_deg,groundtruth_orientation_candidate,6.835917137405449,2.6508711333333395,1.7252049995078085,98.84696526666669,0.0029672044823270656,0.00295089944932752,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.8941009239516702,2.0315746664922636,0.8816203594990681
117,118,10897337,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00118.jpg,1.710829183110036,-0.4434299748390913,59.795806884765625,-74.04413604736328,0.8300104202971226,-0.4058432037620894,1.710829183110036,-0.4434299748390913,-0.0,-0.0,0.0,0.0,2000,2000,1394,1237,0.8873744619799139,True,ok,orb_metric_scaling_pinhole_altitude_heading,116.0,117.0,118,data/raw/zurich_mav_sample/MAV_Images/00118.jpg,00118.jpg,10897337,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True,465665.7872918,5247973.6402652,470.1923262,98.8539362,-77.117226,13.4027557,465672.3574678,5247977.619254899,467.5312961,2.661030100000005,2.661030100000005,True,0.0,0.0,474.6890869140625,0.1170070990920066,0.9947919249534608,0.01466925162822,-0.0567743368446826,0.0833704844117164,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.34999942779541,0.0,2.661030100000005,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.8539362,gt_omega_deg,groundtruth_orientation_candidate,6.704012951040985,2.661030100000005,1.7253266652464119,98.8539362,0.0029785757372515695,0.0029622082182697144,0.0,0.0,-0.30585435055004523,-0.1979037021157006,0.8873744619799139,2.0315746664922636,0.8816203594990681
118,119,10930670,/Users/harishprabhu/Documents/drone-localisation/data/raw/zurich_mav_sample/MAV_Images/00119.jpg,1.710829183110036,-0.4434299748390913,60.99575805664063,-74.04413604736328,0.8205414552652321,-0.40152136857593357,1.710829183110036,-0.4434299748390913,1.199951171875,-0.0,-1.199951171875,0.0,2000,2000,1344,1171,0.8712797619047619,True,ok,orb_metric_scaling_pinhole_altitude_heading,117.0,118.0,119,data/raw/zurich_mav_sample/MAV_Images/00119.jpg,00119.jpg,10930670,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True,465665.7857392,5247973.6374648,470.1947184666666,98.86090713333331,-77.12196766666666,13.413438466666667,465672.3751748666,5247977.6354516,467.5235294,2.6711890666666704,2.6711890666666704,True,0.0,0.0,474.950439453125,0.1122723594307899,0.994900107383728,0.0145575571805238,-0.0542791336774826,0.0837609767913818,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.34999942779541,0.0,2.6711890666666704,abs_gt_z_minus_gps_z_m,approximate_debug_not_true_agl,0.0,98.86090713333331,gt_omega_deg,groundtruth_orientation_candidate,6.432732351360067,2.6711890666666704,1.725448330985015,98.86090713333331,0.002989946992176073,0.002973516987211909,-0.0005526498362387476,-0.003544970816814992,-0.306407000386284,-0.2014486729325156,0.8712797619047619,2.0316980017904234,0.8912735661007701
