imgid,image_path,image_filename,timestamp,lat,lon,alt,x_enu_m,y_enu_m,z_enu_m,reference_type,fix_type,num_sat,eph_m,epv_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,has_reference
30,data/raw/zurich_mav_sample/MAV_Images/00030.jpg,00030.jpg,7965103,47.3843499,8.5451802,466.247,0.1311867880285717,-0.8009554445743561,1.336999999999989,onboard_gps,3,6,11.72000027,1.7500000000000002e-43,0.289999992,0.370000005,0.379999995,True
31,data/raw/zurich_mav_sample/MAV_Images/00031.jpg,00031.jpg,7988182,47.3843499,8.5451832,466.324,0.3576222006231546,-0.8022782457992435,1.4139999999999873,onboard_gps,3,6,11.48600101,1.7500000000000002e-43,0.48999998,1.029999971,0.74000001,True
32,data/raw/zurich_mav_sample/MAV_Images/00032.jpg,00032.jpg,8021515,47.3843499,8.5451832,466.324,0.3576222006231546,-0.8022782457992435,1.4139999999999873,onboard_gps,3,6,11.48600101,1.7500000000000002e-43,0.48999998,1.029999971,0.74000001,True
33,data/raw/zurich_mav_sample/MAV_Images/00033.jpg,00033.jpg,8054848,47.3843499,8.5451832,466.324,0.3576222006231546,-0.8022782457992435,1.4139999999999873,onboard_gps,3,6,11.48600101,1.7500000000000002e-43,0.48999998,1.029999971,0.74000001,True
34,data/raw/zurich_mav_sample/MAV_Images/00034.jpg,00034.jpg,8088181,47.3843499,8.5451832,466.324,0.3576222006231546,-0.8022782457992435,1.4139999999999873,onboard_gps,3,6,11.48600101,1.7500000000000002e-43,0.48999998,1.029999971,0.74000001,True
35,data/raw/zurich_mav_sample/MAV_Images/00035.jpg,00035.jpg,8121514,47.3843499,8.5451832,466.324,0.3576222006231546,-0.8022782457992435,1.4139999999999873,onboard_gps,3,6,11.48600101,1.7500000000000002e-43,0.48999998,1.029999971,0.74000001,True
36,data/raw/zurich_mav_sample/MAV_Images/00036.jpg,00036.jpg,8154847,47.3843499,8.5451832,466.324,0.3576222006231546,-0.8022782457992435,1.4139999999999873,onboard_gps,3,6,11.48600101,1.7500000000000002e-43,0.48999998,1.029999971,0.74000001,True
37,data/raw/zurich_mav_sample/MAV_Images/00037.jpg,00037.jpg,8197070,47.3843502,8.5451842,466.501,0.4332954380661249,-0.7693791054189205,1.5909999999999511,onboard_gps,3,6,11.28900051,1.53e-43,0.509999991,0.259999991,0.550000012,True
38,data/raw/zurich_mav_sample/MAV_Images/00038.jpg,00038.jpg,8230403,47.3843502,8.5451842,466.501,0.4332954380661249,-0.7693791054189205,1.5909999999999511,onboard_gps,3,6,11.28900051,1.53e-43,0.509999991,0.259999991,0.550000012,True
39,data/raw/zurich_mav_sample/MAV_Images/00039.jpg,00039.jpg,8263736,47.3843502,8.5451842,466.501,0.4332954380661249,-0.7693791054189205,1.5909999999999511,onboard_gps,3,6,11.28900051,1.53e-43,0.509999991,0.259999991,0.550000012,True
40,data/raw/zurich_mav_sample/MAV_Images/00040.jpg,00040.jpg,8297069,47.3843502,8.5451842,466.501,0.4332954380661249,-0.7693791054189205,1.5909999999999511,onboard_gps,3,6,11.28900051,1.53e-43,0.509999991,0.259999991,0.550000012,True
41,data/raw/zurich_mav_sample/MAV_Images/00041.jpg,00041.jpg,8330402,47.3843502,8.5451842,466.501,0.4332954380661249,-0.7693791054189205,1.5909999999999511,onboard_gps,3,6,11.28900051,1.53e-43,0.509999991,0.259999991,0.550000012,True
42,data/raw/zurich_mav_sample/MAV_Images/00042.jpg,00042.jpg,8363735,47.3843502,8.5451842,466.501,0.4332954380661249,-0.7693791054189205,1.5909999999999511,onboard_gps,3,6,11.28900051,1.53e-43,0.509999991,0.259999991,0.550000012,True
43,data/raw/zurich_mav_sample/MAV_Images/00043.jpg,00043.jpg,8395950,47.3843498,8.545184,466.894,0.4179400550201535,-0.8137443503364921,1.9839999999999804,onboard_gps,3,6,11.10700035,1.53e-43,0.029999999,0.229999989,0.25,True
44,data/raw/zurich_mav_sample/MAV_Images/00044.jpg,00044.jpg,8429283,47.3843498,8.545184,466.894,0.4179400550201535,-0.8137443503364921,1.9839999999999804,onboard_gps,3,6,11.10700035,1.53e-43,0.029999999,0.229999989,0.25,True
45,data/raw/zurich_mav_sample/MAV_Images/00045.jpg,00045.jpg,8462616,47.3843498,8.545184,466.894,0.4179400550201535,-0.8137443503364921,1.9839999999999804,onboard_gps,3,6,11.10700035,1.53e-43,0.029999999,0.229999989,0.25,True
46,data/raw/zurich_mav_sample/MAV_Images/00046.jpg,00046.jpg,8495949,47.3843498,8.545184,466.894,0.4179400550201535,-0.8137443503364921,1.9839999999999804,onboard_gps,3,6,11.10700035,1.53e-43,0.029999999,0.229999989,0.25,True
47,data/raw/zurich_mav_sample/MAV_Images/00047.jpg,00047.jpg,8529282,47.3843498,8.545184,466.894,0.4179400550201535,-0.8137443503364921,1.9839999999999804,onboard_gps,3,6,11.10700035,1.53e-43,0.029999999,0.229999989,0.25,True
48,data/raw/zurich_mav_sample/MAV_Images/00048.jpg,00048.jpg,8562615,47.3843498,8.545184,466.894,0.4179400550201535,-0.8137443503364921,1.9839999999999804,onboard_gps,3,6,11.10700035,1.53e-43,0.029999999,0.229999989,0.25,True
49,data/raw/zurich_mav_sample/MAV_Images/00049.jpg,00049.jpg,8598784,47.3843499,8.5451857,467.132,0.5463183777173981,-0.8033805740997195,2.22199999999998,onboard_gps,3,6,10.93500042,1.53e-43,0.349999994,0.479999989,0.039999999,True
50,data/raw/zurich_mav_sample/MAV_Images/00050.jpg,00050.jpg,8632117,47.3843499,8.5451857,467.132,0.5463183777173981,-0.8033805740997195,2.22199999999998,onboard_gps,3,6,10.93500042,1.53e-43,0.349999994,0.479999989,0.039999999,True
51,data/raw/zurich_mav_sample/MAV_Images/00051.jpg,00051.jpg,8665450,47.3843499,8.5451857,467.132,0.5463183777173981,-0.8033805740997195,2.22199999999998,onboard_gps,3,6,10.93500042,1.53e-43,0.349999994,0.479999989,0.039999999,True
52,data/raw/zurich_mav_sample/MAV_Images/00052.jpg,00052.jpg,8698783,47.3843499,8.5451857,467.132,0.5463183777173981,-0.8033805740997195,2.22199999999998,onboard_gps,3,6,10.93500042,1.53e-43,0.349999994,0.479999989,0.039999999,True
53,data/raw/zurich_mav_sample/MAV_Images/00053.jpg,00053.jpg,8732116,47.3843499,8.5451857,467.132,0.5463183777173981,-0.8033805740997195,2.22199999999998,onboard_gps,3,6,10.93500042,1.53e-43,0.349999994,0.479999989,0.039999999,True
54,data/raw/zurich_mav_sample/MAV_Images/00054.jpg,00054.jpg,8765449,47.3843499,8.5451857,467.132,0.5463183777173981,-0.8033805740997195,2.22199999999998,onboard_gps,3,6,10.93500042,1.53e-43,0.349999994,0.479999989,0.039999999,True
55,data/raw/zurich_mav_sample/MAV_Images/00055.jpg,00055.jpg,8802486,47.3843497,8.5451876,467.235,0.689597629068885,-0.8264450551941991,2.3249999999999886,onboard_gps,3,6,10.77100086,1.53e-43,0.289999992,0.5,0.109999999,True
56,data/raw/zurich_mav_sample/MAV_Images/00056.jpg,00056.jpg,8835819,47.3843497,8.5451876,467.235,0.689597629068885,-0.8264450551941991,2.3249999999999886,onboard_gps,3,6,10.77100086,1.53e-43,0.289999992,0.5,0.109999999,True
57,data/raw/zurich_mav_sample/MAV_Images/00057.jpg,00057.jpg,8869152,47.3843497,8.5451876,467.235,0.689597629068885,-0.8264450551941991,2.3249999999999886,onboard_gps,3,6,10.77100086,1.53e-43,0.289999992,0.5,0.109999999,True
58,data/raw/zurich_mav_sample/MAV_Images/00058.jpg,00058.jpg,8902485,47.3843497,8.5451876,467.235,0.689597629068885,-0.8264450551941991,2.3249999999999886,onboard_gps,3,6,10.77100086,1.53e-43,0.289999992,0.5,0.109999999,True
59,data/raw/zurich_mav_sample/MAV_Images/00059.jpg,00059.jpg,8935818,47.3843497,8.5451876,467.235,0.689597629068885,-0.8264450551941991,2.3249999999999886,onboard_gps,3,6,10.77100086,1.53e-43,0.289999992,0.5,0.109999999,True
60,data/raw/zurich_mav_sample/MAV_Images/00060.jpg,00060.jpg,8969151,47.3843497,8.5451876,467.235,0.689597629068885,-0.8264450551941991,2.3249999999999886,onboard_gps,3,6,10.77100086,1.53e-43,0.289999992,0.5,0.109999999,True
61,data/raw/zurich_mav_sample/MAV_Images/00061.jpg,00061.jpg,9002265,47.3843498,8.5451899,467.265,0.8632630341453478,-0.8163458295166492,2.3549999999999613,onboard_gps,3,6,10.64500046,1.53e-43,0.389999986,0.659999967,0.349999994,True
62,data/raw/zurich_mav_sample/MAV_Images/00062.jpg,00062.jpg,9035598,47.3843498,8.5451899,467.265,0.8632630341453478,-0.8163458295166492,2.3549999999999613,onboard_gps,3,6,10.64500046,1.53e-43,0.389999986,0.659999967,0.349999994,True
63,data/raw/zurich_mav_sample/MAV_Images/00063.jpg,00063.jpg,9068931,47.3843498,8.5451899,467.265,0.8632630341453478,-0.8163458295166492,2.3549999999999613,onboard_gps,3,6,10.64500046,1.53e-43,0.389999986,0.659999967,0.349999994,True
64,data/raw/zurich_mav_sample/MAV_Images/00064.jpg,00064.jpg,9102264,47.3843498,8.5451899,467.265,0.8632630341453478,-0.8163458295166492,2.3549999999999613,onboard_gps,3,6,10.64500046,1.53e-43,0.389999986,0.659999967,0.349999994,True
65,data/raw/zurich_mav_sample/MAV_Images/00065.jpg,00065.jpg,9135597,47.3843498,8.5451899,467.265,0.8632630341453478,-0.8163458295166492,2.3549999999999613,onboard_gps,3,6,10.64500046,1.53e-43,0.389999986,0.659999967,0.349999994,True
66,data/raw/zurich_mav_sample/MAV_Images/00066.jpg,00066.jpg,9168930,47.3843498,8.5451899,467.265,0.8632630341453478,-0.8163458295166492,2.3549999999999613,onboard_gps,3,6,10.64500046,1.53e-43,0.389999986,0.659999967,0.349999994,True
67,data/raw/zurich_mav_sample/MAV_Images/00067.jpg,00067.jpg,9199111,47.3843494,8.5451919,467.39,1.0139602916897277,-0.8616811111569405,2.4799999999999613,onboard_gps,3,6,10.52600098,1.4200000000000001e-43,0.310000002,0.849999964,0.680000007,True
68,data/raw/zurich_mav_sample/MAV_Images/00068.jpg,00068.jpg,9232444,47.3843494,8.5451919,467.39,1.0139602916897277,-0.8616811111569405,2.4799999999999613,onboard_gps,3,6,10.52600098,1.4200000000000001e-43,0.310000002,0.849999964,0.680000007,True
69,data/raw/zurich_mav_sample/MAV_Images/00069.jpg,00069.jpg,9265777,47.3843494,8.5451919,467.39,1.0139602916897277,-0.8616811111569405,2.4799999999999613,onboard_gps,3,6,10.52600098,1.4200000000000001e-43,0.310000002,0.849999964,0.680000007,True
70,data/raw/zurich_mav_sample/MAV_Images/00070.jpg,00070.jpg,9299110,47.3843494,8.5451919,467.39,1.0139602916897277,-0.8616811111569405,2.4799999999999613,onboard_gps,3,6,10.52600098,1.4200000000000001e-43,0.310000002,0.849999964,0.680000007,True
71,data/raw/zurich_mav_sample/MAV_Images/00071.jpg,00071.jpg,9332443,47.3843494,8.5451919,467.39,1.0139602916897277,-0.8616811111569405,2.4799999999999613,onboard_gps,3,6,10.52600098,1.4200000000000001e-43,0.310000002,0.849999964,0.680000007,True
72,data/raw/zurich_mav_sample/MAV_Images/00072.jpg,00072.jpg,9365776,47.3843494,8.5451919,467.39,1.0139602916897277,-0.8616811111569405,2.4799999999999613,onboard_gps,3,6,10.52600098,1.4200000000000001e-43,0.310000002,0.849999964,0.680000007,True
73,data/raw/zurich_mav_sample/MAV_Images/00073.jpg,00073.jpg,9400044,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True
74,data/raw/zurich_mav_sample/MAV_Images/00074.jpg,00074.jpg,9433377,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True
75,data/raw/zurich_mav_sample/MAV_Images/00075.jpg,00075.jpg,9466710,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True
76,data/raw/zurich_mav_sample/MAV_Images/00076.jpg,00076.jpg,9500043,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True
77,data/raw/zurich_mav_sample/MAV_Images/00077.jpg,00077.jpg,9533376,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True
78,data/raw/zurich_mav_sample/MAV_Images/00078.jpg,00078.jpg,9566709,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True
79,data/raw/zurich_mav_sample/MAV_Images/00079.jpg,00079.jpg,9599660,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True
80,data/raw/zurich_mav_sample/MAV_Images/00080.jpg,00080.jpg,9632993,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True
81,data/raw/zurich_mav_sample/MAV_Images/00081.jpg,00081.jpg,9666326,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True
82,data/raw/zurich_mav_sample/MAV_Images/00082.jpg,00082.jpg,9699659,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True
83,data/raw/zurich_mav_sample/MAV_Images/00083.jpg,00083.jpg,9732992,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True
84,data/raw/zurich_mav_sample/MAV_Images/00084.jpg,00084.jpg,9766325,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True
85,data/raw/zurich_mav_sample/MAV_Images/00085.jpg,00085.jpg,9801471,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True
86,data/raw/zurich_mav_sample/MAV_Images/00086.jpg,00086.jpg,9834804,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True
87,data/raw/zurich_mav_sample/MAV_Images/00087.jpg,00087.jpg,9868137,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True
88,data/raw/zurich_mav_sample/MAV_Images/00088.jpg,00088.jpg,9901470,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True
89,data/raw/zurich_mav_sample/MAV_Images/00089.jpg,00089.jpg,9934803,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True
90,data/raw/zurich_mav_sample/MAV_Images/00090.jpg,00090.jpg,9968136,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True
91,data/raw/zurich_mav_sample/MAV_Images/00091.jpg,00091.jpg,9998204,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True
92,data/raw/zurich_mav_sample/MAV_Images/00092.jpg,00092.jpg,10031537,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True
93,data/raw/zurich_mav_sample/MAV_Images/00093.jpg,00093.jpg,10064870,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True
94,data/raw/zurich_mav_sample/MAV_Images/00094.jpg,00094.jpg,10098203,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True
95,data/raw/zurich_mav_sample/MAV_Images/00095.jpg,00095.jpg,10131536,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True
96,data/raw/zurich_mav_sample/MAV_Images/00096.jpg,00096.jpg,10164869,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True
97,data/raw/zurich_mav_sample/MAV_Images/00097.jpg,00097.jpg,10201081,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True
98,data/raw/zurich_mav_sample/MAV_Images/00098.jpg,00098.jpg,10234414,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True
99,data/raw/zurich_mav_sample/MAV_Images/00099.jpg,00099.jpg,10267747,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True
100,data/raw/zurich_mav_sample/MAV_Images/00100.jpg,00100.jpg,10301080,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True
101,data/raw/zurich_mav_sample/MAV_Images/00101.jpg,00101.jpg,10334413,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True
102,data/raw/zurich_mav_sample/MAV_Images/00102.jpg,00102.jpg,10367746,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True
103,data/raw/zurich_mav_sample/MAV_Images/00103.jpg,00103.jpg,10396814,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True
104,data/raw/zurich_mav_sample/MAV_Images/00104.jpg,00104.jpg,10430147,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True
