policy,token,processed_candidates,chosen_tile_id,chosen_error_m,hit_le_threshold,chosen_union_rank,chosen_lightglue_rank,chosen_hybrid_rank,chosen_lg_score,chosen_hybrid_score,chosen_inliers,chosen_matches,chosen_min_coverage,union_top1_error_m,union_top1_hit_le_threshold,oracle_processed_error_m,oracle_processed_hit_le_threshold,oracle_lightglue_rank,oracle_hybrid_rank,oracle_union_rank,oracle_tile_id,s5c2_chunk
union_rank_only,126,50,5162,1325.5126880668324,False,1.0,5.0,3.0,13.182352941176472,25.18235294117647,6.0,85.0,0.25,1325.5126880668324,False,60.48177281447165,False,26.0,45.0,46.0,655,chunk00
union_rank_only,129,50,277,114.1707940176092,False,1.0,4.0,3.0,57.6686046511628,69.6686046511628,44.0,215.0,0.375,114.1707940176092,False,34.942808561132146,True,1.0,1.0,14.0,529,chunk00
union_rank_only,131,50,780,90.02678661403877,False,1.0,49.0,7.0,8.644545454545455,20.64454545454545,4.0,11.0,0.125,90.02678661403877,False,17.713301616081825,True,2.0,2.0,6.0,529,chunk00
union_rank_only,136,50,402,30.5811509287532,True,1.0,3.0,3.0,43.237487046632125,55.237487046632125,31.0,193.0,0.3125,30.5811509287532,True,19.217471287595927,True,1.0,1.0,2.0,528,chunk00
union_rank_only,139,50,1157,266.20264517644387,False,1.0,39.0,5.0,10.065714285714286,22.06571428571429,4.0,7.0,0.25,266.20264517644387,False,19.47232333343605,True,1.0,1.0,8.0,527,chunk00
union_rank_only,141,50,23,162.08906355937162,False,1.0,36.0,5.0,10.073235294117648,22.073235294117648,5.0,34.0,0.1875,162.08906355937162,False,19.63179225203028,True,4.0,4.0,16.0,401,chunk00
union_rank_only,146,50,903,172.26869810260268,False,1.0,10.0,2.0,11.95,23.950000000000003,7.0,35.0,0.125,172.26869810260268,False,56.00854963380164,False,1.0,1.0,12.0,526,chunk00
union_rank_only,151,50,5062,1835.269079116236,False,1.0,26.0,1.0,11.3725,23.3725,5.0,64.0,0.25,1835.269079116236,False,69.92626961209041,False,20.0,45.0,44.0,274,chunk00
union_rank_only,156,50,3672,1164.0793210001398,False,1.0,27.0,1.0,11.267868852459015,23.267868852459017,5.0,61.0,0.25,1164.0793210001398,False,157.49087394266832,False,50.0,50.0,49.0,150,chunk00
union_rank_only,16,50,5062,796.9439481997352,False,1.0,10.0,1.0,12.041538461538462,24.04153846153846,6.0,52.0,0.25,796.9439481997352,False,112.94767658882404,False,1.0,4.0,24.0,3418,chunk00
union_rank_only,161,50,5438,1868.372477928893,False,1.0,26.0,1.0,10.525,22.525,5.0,50.0,0.1875,1868.372477928893,False,797.6867457884596,False,24.0,22.0,23.0,3515,chunk00
union_rank_only,166,50,2755,803.5274087282285,False,1.0,41.0,1.0,10.055531914893615,22.055531914893617,5.0,47.0,0.125,803.5274087282285,False,223.4526147793804,False,50.0,50.0,46.0,402,chunk00
union_rank_only,171,50,6735,3370.261768819934,False,1.0,3.0,1.0,12.57294117647059,24.57294117647059,6.0,68.0,0.25,3370.261768819934,False,215.2302037162713,False,50.0,50.0,43.0,2025,chunk00
union_rank_only,176,50,5312,1713.606878785646,False,1.0,23.0,1.0,10.75,22.75,6.0,30.0,0.125,1713.606878785646,False,195.18788742717217,False,14.0,7.0,6.0,1279,chunk00
union_rank_only,181,50,1648,26.43326356485385,True,1.0,1.0,1.0,106.72690476190476,117.22690476190476,79.0,525.0,0.6875,26.43326356485385,True,26.43326356485385,True,1.0,1.0,1.0,1648,chunk00
union_rank_only,21,50,5187,857.9458375932353,False,1.0,8.0,1.0,12.58879746835443,24.58879746835443,6.0,79.0,0.1875,857.9458375932353,False,191.49474629961097,False,22.0,4.0,4.0,3543,chunk00
union_rank_only,26,50,1639,1137.074885383116,False,1.0,33.0,1.0,11.02813953488372,23.02813953488372,6.0,43.0,0.125,1137.074885383116,False,21.222233130034205,True,6.0,28.0,41.0,2671,chunk00
union_rank_only,31,50,2674,120.46654044637393,False,1.0,11.0,10.0,14.662142857142856,26.662142857142857,9.0,42.0,0.1875,120.46654044637393,False,11.743486859912798,True,2.0,2.0,2.0,2546,chunk00
union_rank_only,36,50,2422,51.90947933848808,False,1.0,4.0,3.0,119.7292974238876,131.7292974238876,96.0,427.0,0.625,51.90947933848808,False,5.3505473202788245,True,1.0,2.0,17.0,2296,chunk00
union_rank_only,40,50,2297,61.07991040825948,False,1.0,2.0,2.0,118.25349094567405,130.25349094567406,93.0,497.0,0.4375,61.07991040825948,False,12.433470076196253,True,3.0,3.0,7.0,2171,chunk00
union_rank_only,41,50,2297,70.57505276496806,False,1.0,1.0,1.0,130.96063829787232,142.96063829787232,107.0,470.0,0.375,70.57505276496806,False,23.93413529514438,True,2.0,2.0,5.0,2171,chunk00
union_rank_only,46,50,955,1220.3391122683208,False,1.0,21.0,2.0,10.868163265306125,22.868163265306123,5.0,49.0,0.25,1220.3391122683208,False,17.573676838494016,True,1.0,1.0,6.0,1921,chunk00
union_rank_only,50,50,1239,2383.259702865441,False,1.0,45.0,2.0,9.994444444444444,21.994444444444444,5.0,45.0,0.125,2383.259702865441,False,32.750780158481554,True,1.0,1.0,38.0,1796,chunk00
union_rank_only,51,50,2612,2323.309947476642,False,1.0,20.0,1.0,11.805454545454545,23.805454545454545,6.0,44.0,0.25,2323.309947476642,False,609.6315199018866,False,10.0,20.0,18.0,2063,chunk00
union_rank_only,56,50,958,1304.8592135950698,False,1.0,35.0,3.0,10.461666666666666,22.461666666666662,5.0,48.0,0.1875,1304.8592135950698,False,38.37405213659071,True,1.0,1.0,14.0,1546,chunk00
union_rank_only,58,50,958,1302.7271121944514,False,1.0,48.0,2.0,9.964545454545457,21.96454545454545,5.0,44.0,0.125,1302.7271121944514,False,68.5429576945674,False,1.0,1.0,35.0,1545,chunk00
union_rank_only,6,50,3545,25.173257925336667,True,1.0,1.0,1.0,90.9976126126126,102.9976126126126,68.0,444.0,0.4375,25.173257925336667,True,25.173257925336667,True,1.0,1.0,1.0,3545,chunk00
union_rank_only,60,50,4970,2001.9312138964376,False,1.0,42.0,5.0,10.120555555555557,22.120555555555555,5.0,36.0,0.1875,2001.9312138964376,False,44.55530867620633,False,1.0,1.0,12.0,1297,chunk00
union_rank_only,61,50,5617,2766.812346947861,False,1.0,35.0,3.0,10.405,22.405,5.0,32.0,0.25,2766.812346947861,False,50.5003859047478,False,1.0,1.0,16.0,1297,chunk00
union_rank_only,66,50,4845,2021.3329903035085,False,1.0,4.0,1.0,12.33344262295082,24.33344262295082,6.0,61.0,0.25,2021.3329903035085,False,229.42937681725,False,19.0,29.0,43.0,1795,chunk00
union_rank_only,67,50,1195,847.2239801481543,False,1.0,30.0,1.0,11.139193548387096,23.139193548387095,6.0,31.0,0.1875,847.2239801481543,False,51.45856767862398,False,44.0,40.0,22.0,1047,chunk00
union_rank_only,71,50,4454,1544.7968294820837,False,1.0,6.0,1.0,13.182352941176472,25.18235294117647,6.0,85.0,0.25,1544.7968294820837,False,133.88670830304892,False,31.0,38.0,44.0,295,chunk00
union_rank_only,74,50,708,1298.765472026796,False,1.0,49.0,3.0,9.721428571428572,21.72142857142857,5.0,35.0,0.125,1298.765472026796,False,328.2764408317118,False,9.0,11.0,12.0,1794,chunk00
union_rank_only,76,50,708,1298.9778352303483,False,1.0,48.0,4.0,9.796315789473685,21.796315789473685,5.0,38.0,0.125,1298.9778352303483,False,916.9496863847338,False,7.0,10.0,17.0,3063,chunk00
union_rank_only,79,50,583,1298.6943295305837,False,1.0,31.0,2.0,10.868163265306125,22.868163265306123,5.0,49.0,0.25,1298.6943295305837,False,34.39601604526073,True,1.0,1.0,32.0,545,chunk00
union_rank_only,81,50,3360,2377.9091337034247,False,1.0,38.0,3.0,10.589615384615383,22.589615384615385,5.0,52.0,0.1875,2377.9091337034247,False,33.224451813680055,True,1.0,1.0,31.0,545,chunk00
union_rank_only,86,50,1070,900.5044479268593,False,1.0,31.0,1.0,10.430531914893615,22.430531914893617,5.0,47.0,0.1875,900.5044479268593,False,353.90878423764065,False,11.0,12.0,18.0,1550,chunk00
union_rank_only,90,50,4616,2782.033614942796,False,1.0,4.0,1.0,12.53820895522388,24.53820895522388,6.0,67.0,0.25,2782.033614942796,False,360.51618277749424,False,13.0,14.0,10.0,1549,chunk00
union_rank_only,91,50,1549,367.3152037665876,False,1.0,12.0,1.0,11.585714285714287,23.58571428571429,5.0,70.0,0.25,367.3152037665876,False,339.3618700034074,False,5.0,19.0,41.0,1424,chunk00
union_rank_only,96,50,4577,1689.8586313449596,False,1.0,43.0,1.0,9.959285714285716,21.959285714285716,5.0,28.0,0.1875,1689.8586313449596,False,237.2201546584353,False,8.0,30.0,41.0,423,chunk00
lightglue_only,1,50,3546,30.989288717602594,True,20.0,1.0,1.0,99.62016129032256,103.96180207682244,75.0,465.0,0.5625,15.072437260721763,True,15.072437260721763,True,2.0,2.0,1.0,3545,chunk00
lightglue_only,100,50,541,45.58389044898862,False,1.0,1.0,1.0,113.76735294117648,125.76735294117648,86.0,544.0,0.5625,45.58389044898862,False,45.58389044898862,False,1.0,1.0,1.0,541,chunk00
lightglue_only,101,50,540,26.85274048842789,True,42.0,1.0,1.0,229.76953781512609,233.6953579148986,200.0,595.0,0.4375,2674.082255606318,False,26.85274048842789,True,1.0,1.0,42.0,540,chunk00
lightglue_only,106,50,2088,1808.0552685844543,False,33.0,1.0,17.0,12.40095238095238,16.445418316686567,6.0,63.0,0.25,1727.8515078805622,False,555.4781891432476,False,3.0,25.0,36.0,1053,chunk00
lightglue_only,107,50,4424,1173.0357639276,False,46.0,1.0,22.0,13.06586956521739,15.450521302146774,6.0,92.0,0.1875,1735.5748080846208,False,566.9059263060645,False,18.0,25.0,26.0,1053,chunk00
lightglue_only,11,50,3419,51.61635866557166,False,38.0,1.0,1.0,93.8040291262136,97.77735765299816,72.0,412.0,0.4375,786.0766109262555,False,32.90649485062182,True,2.0,2.0,30.0,3420,chunk00
lightglue_only,111,50,537,37.855949002529584,True,50.0,1.0,1.0,43.499925373134325,45.84845351055818,34.0,134.0,0.1875,1299.139834528015,False,37.855949002529584,True,1.0,1.0,50.0,537,chunk00
lightglue_only,116,50,3516,1068.639190185961,False,23.0,1.0,9.0,14.146075268817205,18.39716175315965,7.0,93.0,0.1875,1240.91268110364,False,194.04822427527995,False,8.0,42.0,46.0,654,chunk00
lightglue_only,117,50,6734,3136.850623648378,False,47.0,1.0,33.0,12.503636363636364,14.878826312623731,6.0,66.0,0.25,1247.0120373767772,False,160.9416935033749,False,41.0,45.0,38.0,906,chunk00
lightglue_only,121,50,4026,1021.3399674401404,False,14.0,1.0,3.0,14.49318181818182,20.596749269656364,6.0,110.0,0.3125,1287.6875838131468,False,126.62975907796915,False,50.0,50.0,43.0,780,chunk00
lightglue_only,126,50,404,69.40651608797349,False,25.0,1.0,1.0,58.73374493927125,62.93374493927126,45.0,247.0,0.1875,1325.5126880668324,False,60.48177281447165,False,26.0,45.0,46.0,655,chunk00
lightglue_only,129,50,529,34.942808561132146,True,14.0,1.0,1.0,85.81377358490568,91.91734103638022,64.0,424.0,0.375,114.1707940176092,False,34.942808561132146,True,1.0,1.0,14.0,529,chunk00
lightglue_only,131,50,528,45.47030563022309,False,13.0,1.0,1.0,86.12156565656566,93.78566624524136,65.0,396.0,0.4375,90.02678661403877,False,17.713301616081825,True,2.0,2.0,6.0,529,chunk00
lightglue_only,136,50,528,19.217471287595927,True,2.0,1.0,1.0,51.96428571428572,62.206926401405,36.0,280.0,0.375,30.5811509287532,True,19.217471287595927,True,1.0,1.0,2.0,528,chunk00
lightglue_only,139,50,527,19.47232333343605,True,8.0,1.0,1.0,34.959210526315786,43.08053086987543,23.0,190.0,0.3125,266.20264517644387,False,19.47232333343605,True,1.0,1.0,8.0,527,chunk00
lightglue_only,141,50,527,38.8316831393422,True,5.0,1.0,1.0,39.01923076923077,47.70251234223051,24.0,260.0,0.375,162.08906355937162,False,19.63179225203028,True,4.0,4.0,16.0,401,chunk00
lightglue_only,146,50,526,56.00854963380164,False,12.0,1.0,1.0,19.22432584269663,26.956376650265508,12.0,89.0,0.1875,172.26869810260268,False,56.00854963380164,False,1.0,1.0,12.0,526,chunk00
lightglue_only,151,50,5186,1834.4384592123,False,35.0,1.0,9.0,14.78,18.79418510567422,7.0,100.0,0.25,1835.269079116236,False,69.92626961209041,False,20.0,45.0,44.0,274,chunk00
lightglue_only,156,50,4787,1235.0217437010758,False,40.0,1.0,11.0,13.81586956521739,17.764552863267905,6.0,92.0,0.3125,1164.0793210001398,False,157.49087394266832,False,50.0,50.0,49.0,150,chunk00
lightglue_only,16,50,3418,112.94767658882404,False,24.0,1.0,4.0,13.999606741573034,18.22435161296462,7.0,89.0,0.1875,796.9439481997352,False,112.94767658882404,False,1.0,4.0,24.0,3418,chunk00
lightglue_only,161,50,5187,1795.6453933620166,False,8.0,1.0,3.0,12.33344262295082,20.45476296651046,6.0,61.0,0.25,1868.372477928893,False,797.6867457884596,False,24.0,22.0,23.0,3515,chunk00
lightglue_only,166,50,5181,1605.475220505327,False,29.0,1.0,4.0,15.145957446808511,19.26012947587082,9.0,47.0,0.25,803.5274087282285,False,223.4526147793804,False,50.0,50.0,46.0,402,chunk00
lightglue_only,171,50,4515,955.7866040127848,False,45.0,1.0,19.0,12.954662921348316,15.349090112348232,6.0,89.0,0.1875,3370.261768819934,False,215.2302037162713,False,50.0,50.0,43.0,2025,chunk00
lightglue_only,176,50,3666,863.2697958263913,False,38.0,1.0,12.0,13.182352941176472,17.155681467961045,6.0,85.0,0.25,1713.606878785646,False,195.18788742717217,False,14.0,7.0,6.0,1279,chunk00
lightglue_only,181,50,1648,26.43326356485385,True,1.0,1.0,1.0,106.72690476190476,117.22690476190476,79.0,525.0,0.6875,26.43326356485385,True,26.43326356485385,True,1.0,1.0,1.0,1648,chunk00
lightglue_only,21,50,4035,476.54532383922754,False,31.0,1.0,5.0,15.68061403508772,19.75824584724837,7.0,114.0,0.3125,857.9458375932353,False,191.49474629961097,False,22.0,4.0,4.0,3543,chunk00
lightglue_only,26,50,2797,57.76602046597103,False,33.0,1.0,15.0,14.496463414634148,18.540929350368337,7.0,82.0,0.3125,1137.074885383116,False,21.222233130034205,True,6.0,28.0,41.0,2671,chunk00
lightglue_only,31,50,2547,43.27840235374737,False,6.0,1.0,1.0,101.82875,110.27823974278316,81.0,384.0,0.4375,120.46654044637393,False,11.743486859912798,True,2.0,2.0,2.0,2546,chunk00
lightglue_only,36,50,2296,5.3505473202788245,True,17.0,1.0,2.0,125.18169811320756,132.63691186342558,103.0,424.0,0.375,51.90947933848808,False,5.3505473202788245,True,1.0,2.0,17.0,2296,chunk00
lightglue_only,40,50,2296,46.61974299657225,False,23.0,1.0,1.0,142.13380952380953,147.88489600815197,116.0,525.0,0.375,61.07991040825948,False,12.433470076196253,True,3.0,3.0,7.0,2171,chunk00
lightglue_only,41,50,2297,70.57505276496806,False,1.0,1.0,1.0,130.96063829787232,142.96063829787232,107.0,470.0,0.375,70.57505276496806,False,23.93413529514438,True,2.0,2.0,5.0,2171,chunk00
lightglue_only,46,50,1921,17.573676838494016,True,6.0,1.0,1.0,77.62217002237136,86.07165976515454,55.0,447.0,0.375,1220.3391122683208,False,17.573676838494016,True,1.0,1.0,6.0,1921,chunk00
lightglue_only,50,50,1796,32.750780158481554,True,38.0,1.0,1.0,38.10341004184101,42.07673856862559,25.0,239.0,0.1875,2383.259702865441,False,32.750780158481554,True,1.0,1.0,38.0,1796,chunk00
lightglue_only,51,50,5996,2883.916513927181,False,42.0,1.0,10.0,14.870882352941177,18.796702452713724,9.0,51.0,0.1875,2323.309947476642,False,609.6315199018866,False,10.0,20.0,18.0,2063,chunk00
lightglue_only,56,50,1546,38.37405213659071,True,14.0,1.0,1.0,81.62142857142857,87.72499602290311,60.0,420.0,0.375,1304.8592135950698,False,38.37405213659071,True,1.0,1.0,14.0,1546,chunk00
lightglue_only,58,50,1545,68.5429576945674,False,35.0,1.0,1.0,62.19252427184466,66.20670937751888,45.0,309.0,0.375,1302.7271121944514,False,68.5429576945674,False,1.0,1.0,35.0,1545,chunk00
lightglue_only,6,50,3545,25.173257925336667,True,1.0,1.0,1.0,90.9976126126126,102.9976126126126,68.0,444.0,0.4375,25.173257925336667,True,25.173257925336667,True,1.0,1.0,1.0,3545,chunk00
lightglue_only,60,50,1297,44.55530867620633,False,12.0,1.0,1.0,83.87510703363914,90.10715784120802,65.0,327.0,0.5,2001.9312138964376,False,44.55530867620633,False,1.0,1.0,12.0,1297,chunk00
lightglue_only,61,50,1297,50.5003859047478,False,16.0,1.0,1.0,77.64931372549019,83.64931372549019,60.0,306.0,0.4375,2766.812346947861,False,50.5003859047478,False,1.0,1.0,16.0,1297,chunk00
lightglue_only,66,50,8366,3190.930853963911,False,48.0,1.0,19.0,13.683333333333334,16.04935873711777,8.0,60.0,0.125,2021.3329903035085,False,229.42937681725,False,19.0,29.0,43.0,1795,chunk00
lightglue_only,67,50,1062,566.2516959260395,False,42.0,1.0,13.0,14.00429906542056,17.930119165193112,6.0,107.0,0.25,847.2239801481543,False,51.45856767862398,False,44.0,40.0,22.0,1047,chunk00
lightglue_only,71,50,1469,1692.522695432184,False,17.0,1.0,2.0,17.370588235294118,23.325801985512115,10.0,85.0,0.25,1544.7968294820837,False,133.88670830304892,False,31.0,38.0,44.0,295,chunk00
lightglue_only,74,50,3188,927.141715094596,False,10.0,1.0,6.0,14.538347107438016,20.93571370353904,6.0,121.0,0.25,1298.765472026796,False,328.2764408317118,False,9.0,11.0,12.0,1794,chunk00
lightglue_only,76,50,3079,1350.405237918493,False,23.0,1.0,1.0,16.892804878048782,22.64389136239123,10.0,82.0,0.1875,1298.9778352303483,False,916.9496863847338,False,7.0,10.0,17.0,3063,chunk00
lightglue_only,79,50,545,34.39601604526073,True,32.0,1.0,1.0,77.85352112676057,81.91418129854038,58.0,355.0,0.5,1298.6943295305837,False,34.39601604526073,True,1.0,1.0,32.0,545,chunk00
lightglue_only,81,50,545,33.224451813680055,True,31.0,1.0,1.0,75.15646892655367,79.23410073871432,55.0,354.0,0.5625,2377.9091337034247,False,33.224451813680055,True,1.0,1.0,31.0,545,chunk00
lightglue_only,86,50,3062,940.8020449472328,False,43.0,1.0,11.0,13.89031914893617,17.8053105709318,6.0,94.0,0.3125,900.5044479268593,False,353.90878423764065,False,11.0,12.0,18.0,1550,chunk00
lightglue_only,90,50,4578,1662.6717305406512,False,12.0,1.0,2.0,15.55,21.78205080756888,10.0,50.0,0.125,2782.033614942796,False,360.51618277749424,False,13.0,14.0,10.0,1549,chunk00
lightglue_only,91,50,582,1363.6511006376036,False,16.0,1.0,5.0,15.406739130434785,19.906739130434783,9.0,69.0,0.1875,367.3152037665876,False,339.3618700034074,False,5.0,19.0,41.0,1424,chunk00
lightglue_only,96,50,6577,2106.9965808048432,False,29.0,1.0,13.0,13.302758620689657,17.416930649751965,7.0,58.0,0.25,1689.8586313449596,False,237.2201546584353,False,8.0,30.0,41.0,423,chunk00
lightglue_plus_union_prior,1,50,3546,30.989288717602594,True,20.0,1.0,1.0,99.62016129032256,103.96180207682244,75.0,465.0,0.5625,15.072437260721763,True,15.072437260721763,True,2.0,2.0,1.0,3545,chunk00
lightglue_plus_union_prior,100,50,541,45.58389044898862,False,1.0,1.0,1.0,113.76735294117648,125.76735294117648,86.0,544.0,0.5625,45.58389044898862,False,45.58389044898862,False,1.0,1.0,1.0,541,chunk00
lightglue_plus_union_prior,101,50,540,26.85274048842789,True,42.0,1.0,1.0,229.76953781512609,233.6953579148986,200.0,595.0,0.4375,2674.082255606318,False,26.85274048842789,True,1.0,1.0,42.0,540,chunk00
lightglue_plus_union_prior,106,50,5195,1727.8515078805622,False,1.0,25.0,1.0,10.334285714285716,22.334285714285716,5.0,28.0,0.25,1727.8515078805622,False,555.4781891432476,False,3.0,25.0,36.0,1053,chunk00
lightglue_plus_union_prior,107,50,5195,1735.5748080846208,False,1.0,46.0,1.0,9.991666666666667,21.991666666666667,5.0,30.0,0.1875,1735.5748080846208,False,566.9059263060645,False,18.0,25.0,26.0,1053,chunk00
lightglue_plus_union_prior,11,50,3419,51.61635866557166,False,38.0,1.0,1.0,93.8040291262136,97.77735765299816,72.0,412.0,0.4375,786.0766109262555,False,32.90649485062182,True,2.0,2.0,30.0,3420,chunk00
lightglue_plus_union_prior,111,50,537,37.855949002529584,True,50.0,1.0,1.0,43.499925373134325,45.84845351055818,34.0,134.0,0.1875,1299.139834528015,False,37.855949002529584,True,1.0,1.0,50.0,537,chunk00
lightglue_plus_union_prior,116,50,2754,1240.91268110364,False,1.0,44.0,1.0,10.657692307692308,22.657692307692308,5.0,65.0,0.125,1240.91268110364,False,194.04822427527995,False,8.0,42.0,46.0,654,chunk00
lightglue_plus_union_prior,117,50,4913,1247.0120373767772,False,1.0,19.0,1.0,11.068030303030303,23.068030303030305,5.0,66.0,0.1875,1247.0120373767772,False,160.9416935033749,False,41.0,45.0,38.0,906,chunk00
lightglue_plus_union_prior,121,50,5038,1287.6875838131468,False,1.0,31.0,1.0,11.068030303030303,23.068030303030305,5.0,66.0,0.1875,1287.6875838131468,False,126.62975907796915,False,50.0,50.0,43.0,780,chunk00
lightglue_plus_union_prior,126,50,404,69.40651608797349,False,25.0,1.0,1.0,58.73374493927125,62.93374493927126,45.0,247.0,0.1875,1325.5126880668324,False,60.48177281447165,False,26.0,45.0,46.0,655,chunk00
lightglue_plus_union_prior,129,50,529,34.942808561132146,True,14.0,1.0,1.0,85.81377358490568,91.91734103638022,64.0,424.0,0.375,114.1707940176092,False,34.942808561132146,True,1.0,1.0,14.0,529,chunk00
lightglue_plus_union_prior,131,50,528,45.47030563022309,False,13.0,1.0,1.0,86.12156565656566,93.78566624524136,65.0,396.0,0.4375,90.02678661403877,False,17.713301616081825,True,2.0,2.0,6.0,529,chunk00
lightglue_plus_union_prior,136,50,528,19.217471287595927,True,2.0,1.0,1.0,51.96428571428572,62.206926401405,36.0,280.0,0.375,30.5811509287532,True,19.217471287595927,True,1.0,1.0,2.0,528,chunk00
lightglue_plus_union_prior,139,50,527,19.47232333343605,True,8.0,1.0,1.0,34.959210526315786,43.08053086987543,23.0,190.0,0.3125,266.20264517644387,False,19.47232333343605,True,1.0,1.0,8.0,527,chunk00
lightglue_plus_union_prior,141,50,527,38.8316831393422,True,5.0,1.0,1.0,39.01923076923077,47.70251234223051,24.0,260.0,0.375,162.08906355937162,False,19.63179225203028,True,4.0,4.0,16.0,401,chunk00
lightglue_plus_union_prior,146,50,526,56.00854963380164,False,12.0,1.0,1.0,19.22432584269663,26.956376650265508,12.0,89.0,0.1875,172.26869810260268,False,56.00854963380164,False,1.0,1.0,12.0,526,chunk00
lightglue_plus_union_prior,151,50,5062,1835.269079116236,False,1.0,26.0,1.0,11.3725,23.3725,5.0,64.0,0.25,1835.269079116236,False,69.92626961209041,False,20.0,45.0,44.0,274,chunk00
lightglue_plus_union_prior,156,50,3672,1164.0793210001398,False,1.0,27.0,1.0,11.267868852459015,23.267868852459017,5.0,61.0,0.25,1164.0793210001398,False,157.49087394266832,False,50.0,50.0,49.0,150,chunk00
lightglue_plus_union_prior,16,50,5062,796.9439481997352,False,1.0,10.0,1.0,12.041538461538462,24.04153846153846,6.0,52.0,0.25,796.9439481997352,False,112.94767658882404,False,1.0,4.0,24.0,3418,chunk00
lightglue_plus_union_prior,161,50,5438,1868.372477928893,False,1.0,26.0,1.0,10.525,22.525,5.0,50.0,0.1875,1868.372477928893,False,797.6867457884596,False,24.0,22.0,23.0,3515,chunk00
lightglue_plus_union_prior,166,50,2755,803.5274087282285,False,1.0,41.0,1.0,10.055531914893615,22.055531914893617,5.0,47.0,0.125,803.5274087282285,False,223.4526147793804,False,50.0,50.0,46.0,402,chunk00
lightglue_plus_union_prior,171,50,6735,3370.261768819934,False,1.0,3.0,1.0,12.57294117647059,24.57294117647059,6.0,68.0,0.25,3370.261768819934,False,215.2302037162713,False,50.0,50.0,43.0,2025,chunk00
lightglue_plus_union_prior,176,50,5312,1713.606878785646,False,1.0,23.0,1.0,10.75,22.75,6.0,30.0,0.125,1713.606878785646,False,195.18788742717217,False,14.0,7.0,6.0,1279,chunk00
lightglue_plus_union_prior,181,50,1648,26.43326356485385,True,1.0,1.0,1.0,106.72690476190476,117.22690476190476,79.0,525.0,0.6875,26.43326356485385,True,26.43326356485385,True,1.0,1.0,1.0,1648,chunk00
lightglue_plus_union_prior,21,50,5187,857.9458375932353,False,1.0,8.0,1.0,12.58879746835443,24.58879746835443,6.0,79.0,0.1875,857.9458375932353,False,191.49474629961097,False,22.0,4.0,4.0,3543,chunk00
lightglue_plus_union_prior,26,50,1639,1137.074885383116,False,1.0,33.0,1.0,11.02813953488372,23.02813953488372,6.0,43.0,0.125,1137.074885383116,False,21.222233130034205,True,6.0,28.0,41.0,2671,chunk00
lightglue_plus_union_prior,31,50,2547,43.27840235374737,False,6.0,1.0,1.0,101.82875,110.27823974278316,81.0,384.0,0.4375,120.46654044637393,False,11.743486859912798,True,2.0,2.0,2.0,2546,chunk00
lightglue_plus_union_prior,36,50,2295,29.91799671672411,True,3.0,2.0,1.0,124.11917218543049,133.58327380056824,99.0,453.0,0.6875,51.90947933848808,False,5.3505473202788245,True,1.0,2.0,17.0,2296,chunk00
