token,variant,status,satellite_candidates,runtime_s,uav_image_path,uav_lon,uav_lat,top1_tile_id,top1_error_m,top1_hit_le_threshold,oracle_topk_error_m,oracle_topk_hit_le_threshold,first_correct_rank,best_correct_error_m
60,v8_lab_logchroma_fused,ok,8625,0.12326502799987793,data/raw/satloc/part_1/UAV Data/traj01/60@59055@112.816350@28.302998.png,112.81635,28.302998,01850,1897.9990254630313,False,91.06303381108609,False,817,17.847210672763627
60,v9_canny_structure,ok,8625,0.10975098609924316,data/raw/satloc/part_1/UAV Data/traj01/60@59055@112.816350@28.302998.png,112.81635,28.302998,04970,2001.9312138964376,False,33.00367442897657,True,13,17.847210672763627
61,v3_green_suppressed,ok,8625,0.11295890808105469,data/raw/satloc/part_1/UAV Data/traj01/61@60056@112.816349@28.303108.png,112.816349,28.303108,04970,2008.3302913377072,False,50.500385904747795,False,91,8.878354333765888
61,v5_edge_magnitude,ok,8625,0.10871410369873047,data/raw/satloc/part_1/UAV Data/traj01/61@60056@112.816349@28.303108.png,112.816349,28.303108,05344,2035.6615636955066,False,50.500385904747795,False,621,8.878354333765888
61,v8_lab_logchroma_fused,ok,8625,0.12158823013305664,data/raw/satloc/part_1/UAV Data/traj01/61@60056@112.816349@28.303108.png,112.816349,28.303108,05617,2766.812346947861,False,102.72447594949111,False,831,8.878354333765888
61,v9_canny_structure,ok,8625,0.10470819473266602,data/raw/satloc/part_1/UAV Data/traj01/61@60056@112.816349@28.303108.png,112.816349,28.303108,08491,3175.169071312193,False,40.50538248444492,False,174,8.878354333765888
66,v3_green_suppressed,ok,8625,0.1119227409362793,data/raw/satloc/part_1/UAV Data/traj01/66@65061@112.816345@28.303640.png,112.816345,28.30364,04845,2021.3329903035083,False,67.60587992390117,False,1108,18.08375291513422
66,v5_edge_magnitude,ok,8625,0.10561490058898926,data/raw/satloc/part_1/UAV Data/traj01/66@65061@112.816345@28.303640.png,112.816345,28.30364,02119,2572.5929989945985,False,229.42937681725,False,2002,18.08375291513422
66,v8_lab_logchroma_fused,ok,8625,0.11831402778625488,data/raw/satloc/part_1/UAV Data/traj01/66@65061@112.816345@28.303640.png,112.816345,28.30364,00708,1301.431543457043,False,229.42937681725,False,4254,18.08375291513422
66,v9_canny_structure,ok,8625,0.1018369197845459,data/raw/satloc/part_1/UAV Data/traj01/66@65061@112.816345@28.303640.png,112.816345,28.30364,05705,1772.553136365281,False,124.65412437272377,False,914,18.08375291513422
67,v3_green_suppressed,ok,8625,0.1111600399017334,data/raw/satloc/part_1/UAV Data/traj01/67@66062@112.816345@28.303746.png,112.816345,28.303746,05580,1755.523086855793,False,51.45856767862398,False,852,8.482836839216564
67,v5_edge_magnitude,ok,8625,0.10735678672790527,data/raw/satloc/part_1/UAV Data/traj01/67@66062@112.816345@28.303746.png,112.816345,28.303746,05867,2831.857738003952,False,247.62606107806602,False,1016,8.482836839216564
67,v8_lab_logchroma_fused,ok,8625,0.12228989601135254,data/raw/satloc/part_1/UAV Data/traj01/67@66062@112.816345@28.303746.png,112.816345,28.303746,00708,1300.700212939108,False,206.4901244022221,False,2513,8.482836839216564
67,v9_canny_structure,ok,8625,0.10333800315856934,data/raw/satloc/part_1/UAV Data/traj01/67@66062@112.816345@28.303746.png,112.816345,28.303746,04845,2027.5715313738926,False,51.45856767862398,False,345,8.482836839216564
71,v3_green_suppressed,ok,8625,0.12530088424682617,data/raw/satloc/part_1/UAV Data/traj01/71@70066@112.816345@28.304183.png,112.816345,28.304183,08616,3275.847867666548,False,60.457906715407994,False,263,11.14459054971955
71,v5_edge_magnitude,ok,8625,0.1049649715423584,data/raw/satloc/part_1/UAV Data/traj01/71@70066@112.816345@28.304183.png,112.816345,28.304183,02969,1787.1635375676985,False,133.88670830304892,False,482,11.14459054971955
71,v8_lab_logchroma_fused,ok,8625,0.12155485153198242,data/raw/satloc/part_1/UAV Data/traj01/71@70066@112.816345@28.304183.png,112.816345,28.304183,02969,1787.1635375676985,False,567.1383541365813,False,909,11.14459054971955
71,v9_canny_structure,ok,8625,0.10369682312011719,data/raw/satloc/part_1/UAV Data/traj01/71@70066@112.816345@28.304183.png,112.816345,28.304183,04454,1544.7968294820837,False,133.88670830304892,False,129,11.14459054971955
74,v3_green_suppressed,ok,8625,0.11464595794677734,data/raw/satloc/part_1/UAV Data/traj01/74@73068@112.816343@28.304490.png,112.816343,28.30449,03188,927.1417150945961,False,153.49946021266172,False,239,10.671716536756255
74,v5_edge_magnitude,ok,8625,0.10929203033447266,data/raw/satloc/part_1/UAV Data/traj01/74@73068@112.816343@28.304490.png,112.816343,28.30449,00708,1298.765472026796,False,328.2764408317118,False,346,10.671716536756255
74,v8_lab_logchroma_fused,ok,8625,0.11521673202514648,data/raw/satloc/part_1/UAV Data/traj01/74@73068@112.816343@28.304490.png,112.816343,28.30449,00708,1298.765472026796,False,927.1417150945961,False,697,10.671716536756255
74,v9_canny_structure,ok,8625,0.126115083694458,data/raw/satloc/part_1/UAV Data/traj01/74@73068@112.816343@28.304490.png,112.816343,28.30449,00708,1298.765472026796,False,134.61025389191167,False,54,10.671716536756255
76,v3_green_suppressed,ok,8625,0.11858987808227539,data/raw/satloc/part_1/UAV Data/traj01/76@75070@112.816344@28.304684.png,112.816344,28.304684,00708,1298.9778352303485,False,310.7419582758434,False,165,8.83150055546767
76,v5_edge_magnitude,ok,8625,0.11031198501586914,data/raw/satloc/part_1/UAV Data/traj01/76@75070@112.816344@28.304684.png,112.816344,28.304684,00708,1298.9778352303485,False,916.9496863847338,False,299,8.83150055546767
76,v8_lab_logchroma_fused,ok,8625,0.11543512344360352,data/raw/satloc/part_1/UAV Data/traj01/76@75070@112.816344@28.304684.png,112.816344,28.304684,01969,1724.7603388045327,False,916.9496863847338,False,463,8.83150055546767
76,v9_canny_structure,ok,8625,0.1083991527557373,data/raw/satloc/part_1/UAV Data/traj01/76@75070@112.816344@28.304684.png,112.816344,28.304684,00708,1298.9778352303485,False,28.419672919990465,True,23,8.83150055546767
79,v3_green_suppressed,ok,8625,0.13278627395629883,data/raw/satloc/part_1/UAV Data/traj01/79@78073@112.816345@28.304912.png,112.816345,28.304912,01963,1527.523209778229,False,34.39601604526073,True,33,16.464222510263145
79,v5_edge_magnitude,ok,8625,0.13181090354919434,data/raw/satloc/part_1/UAV Data/traj01/79@78073@112.816345@28.304912.png,112.816345,28.304912,00583,1298.6943295305837,False,364.9500064718852,False,84,16.464222510263145
79,v8_lab_logchroma_fused,ok,8625,0.1463930606842041,data/raw/satloc/part_1/UAV Data/traj01/79@78073@112.816345@28.304912.png,112.816345,28.304912,03979,2248.280612090955,False,333.26555070029127,False,108,16.464222510263145
79,v9_canny_structure,ok,8625,0.11287379264831543,data/raw/satloc/part_1/UAV Data/traj01/79@78073@112.816345@28.304912.png,112.816345,28.304912,01230,2075.694047599547,False,34.39601604526073,True,7,16.464222510263145
81,v3_green_suppressed,ok,8625,0.12127900123596191,data/raw/satloc/part_1/UAV Data/traj01/81@80075@112.816324@28.304919.png,112.816324,28.304919,01963,1529.711776583763,False,33.224451813680055,True,48,16.763951041708967
81,v5_edge_magnitude,ok,8625,0.1174159049987793,data/raw/satloc/part_1/UAV Data/traj01/81@80075@112.816324@28.304919.png,112.816324,28.304919,03360,2377.9091337034247,False,366.4917735618496,False,97,16.763951041708967
81,v8_lab_logchroma_fused,ok,8625,0.14621496200561523,data/raw/satloc/part_1/UAV Data/traj01/81@80075@112.816324@28.304919.png,112.816324,28.304919,03979,2250.4718113116037,False,334.8720356002303,False,120,16.763951041708967
81,v9_canny_structure,ok,8625,0.11571693420410156,data/raw/satloc/part_1/UAV Data/traj01/81@80075@112.816324@28.304919.png,112.816324,28.304919,05469,2179.371724609894,False,33.224451813680055,True,10,16.763951041708967
86,v3_green_suppressed,ok,8625,0.11594915390014648,data/raw/satloc/part_1/UAV Data/traj01/86@85080@112.815922@28.304917.png,112.815922,28.304917,01070,900.5044479268593,False,305.98100344093547,False,1199,19.668600279272905
86,v5_edge_magnitude,ok,8625,0.12068772315979004,data/raw/satloc/part_1/UAV Data/traj01/86@85080@112.815922@28.304917.png,112.815922,28.304917,03955,1566.4884613005079,False,353.90878423764065,False,524,19.668600279272905
86,v8_lab_logchroma_fused,ok,8625,0.12805700302124023,data/raw/satloc/part_1/UAV Data/traj01/86@85080@112.815922@28.304917.png,112.815922,28.304917,03853,2239.695370554515,False,383.94384435928123,False,705,19.668600279272905
86,v9_canny_structure,ok,8625,0.13086175918579102,data/raw/satloc/part_1/UAV Data/traj01/86@85080@112.815922@28.304917.png,112.815922,28.304917,01079,1210.9667171832934,False,353.90878423764065,False,58,19.668600279272905
90,v3_green_suppressed,ok,8625,0.15206193923950195,data/raw/satloc/part_1/UAV Data/traj01/90@89084@112.815448@28.304921.png,112.815448,28.304921,01549,360.51618277749424,False,348.36176749810335,False,2869,17.163248249598112
90,v5_edge_magnitude,ok,8625,0.16527199745178223,data/raw/satloc/part_1/UAV Data/traj01/90@89084@112.815448@28.304921.png,112.815448,28.304921,00582,1351.6108162770745,False,360.51618277749424,False,1397,17.163248249598112
90,v8_lab_logchroma_fused,ok,8625,0.16816377639770508,data/raw/satloc/part_1/UAV Data/traj01/90@89084@112.815448@28.304921.png,112.815448,28.304921,00582,1351.6108162770745,False,360.51618277749424,False,1785,17.163248249598112
90,v9_canny_structure,ok,8625,0.1338210105895996,data/raw/satloc/part_1/UAV Data/traj01/90@89084@112.815448@28.304921.png,112.815448,28.304921,04616,2782.0336149427962,False,451.5142960176982,False,56,17.163248249598112
91,v3_green_suppressed,ok,8625,0.12938499450683594,data/raw/satloc/part_1/UAV Data/traj01/91@90084@112.815325@28.304921.png,112.815325,28.304921,01549,367.31520376658756,False,108.80411409481648,False,2534,14.093235429432532
91,v5_edge_magnitude,ok,8625,0.1163797378540039,data/raw/satloc/part_1/UAV Data/traj01/91@90084@112.815325@28.304921.png,112.815325,28.304921,04616,2793.025989699136,False,107.6703927176341,False,1146,14.093235429432532
91,v8_lab_logchroma_fused,ok,8625,0.1442718505859375,data/raw/satloc/part_1/UAV Data/traj01/91@90084@112.815325@28.304921.png,112.815325,28.304921,00582,1363.6511006376036,False,348.38612175101264,False,1091,14.093235429432532
91,v9_canny_structure,ok,8625,0.10324621200561523,data/raw/satloc/part_1/UAV Data/traj01/91@90084@112.815325@28.304921.png,112.815325,28.304921,04616,2793.025989699136,False,21.07148376712067,True,11,14.093235429432532
96,v3_green_suppressed,ok,8625,0.12718701362609863,data/raw/satloc/part_1/UAV Data/traj01/96@95089@112.814710@28.304918.png,112.81471,28.304918,01467,1792.5139224115892,False,168.24301261480844,False,519,16.16286746158852
96,v5_edge_magnitude,ok,8625,0.10793113708496094,data/raw/satloc/part_1/UAV Data/traj01/96@95089@112.814710@28.304918.png,112.81471,28.304918,01467,1792.5139224115892,False,237.22015465843538,False,126,16.16286746158852
96,v8_lab_logchroma_fused,ok,8625,0.14790821075439453,data/raw/satloc/part_1/UAV Data/traj01/96@95089@112.814710@28.304918.png,112.81471,28.304918,01467,1792.5139224115892,False,382.1803071303502,False,278,16.16286746158852
96,v9_canny_structure,ok,8625,0.12121081352233887,data/raw/satloc/part_1/UAV Data/traj01/96@95089@112.814710@28.304918.png,112.81471,28.304918,04577,1689.8586313449596,False,34.25253789465175,True,18,16.16286746158852
100,v3_green_suppressed,ok,8625,0.12346816062927246,data/raw/satloc/part_1/UAV Data/traj01/100@99093@112.814213@28.304910.png,112.814213,28.30491,00116,2661.949973053717,False,45.58389044898862,False,149,16.376935752942018
100,v5_edge_magnitude,ok,8625,0.1228642463684082,data/raw/satloc/part_1/UAV Data/traj01/100@99093@112.814213@28.304910.png,112.814213,28.30491,00116,2661.949973053717,False,45.58389044898862,False,135,16.376935752942018
100,v8_lab_logchroma_fused,ok,8625,0.12801098823547363,data/raw/satloc/part_1/UAV Data/traj01/100@99093@112.814213@28.304910.png,112.814213,28.30491,00116,2661.949973053717,False,45.58389044898862,False,90,16.376935752942018
100,v9_canny_structure,ok,8625,0.11708211898803711,data/raw/satloc/part_1/UAV Data/traj01/100@99093@112.814213@28.304910.png,112.814213,28.30491,00541,45.58389044898862,False,45.58389044898862,False,4220,16.376935752942018
101,v3_green_suppressed,ok,8625,0.12199211120605469,data/raw/satloc/part_1/UAV Data/traj01/101@100094@112.814089@28.304909.png,112.814089,28.304909,00116,2674.082255606318,False,26.85274048842789,True,33,22.558079742913055
101,v5_edge_magnitude,ok,8625,0.11159205436706543,data/raw/satloc/part_1/UAV Data/traj01/101@100094@112.814089@28.304909.png,112.814089,28.304909,00116,2674.082255606318,False,131.30443451740496,False,58,22.558079742913055
101,v8_lab_logchroma_fused,ok,8625,0.13299894332885742,data/raw/satloc/part_1/UAV Data/traj01/101@100094@112.814089@28.304909.png,112.814089,28.304909,00116,2674.082255606318,False,26.85274048842789,True,29,22.558079742913055
101,v9_canny_structure,ok,8625,0.11139106750488281,data/raw/satloc/part_1/UAV Data/traj01/101@100094@112.814089@28.304909.png,112.814089,28.304909,06576,2121.648571771517,False,56.730539049404946,False,3291,22.558079742913055
106,v3_green_suppressed,ok,8625,0.12264299392700195,data/raw/satloc/part_1/UAV Data/traj01/106@105099@112.813473@28.304900.png,112.813473,28.3049,01962,1765.9121274780337,False,454.254427564752,False,265,18.507619631773593
106,v5_edge_magnitude,ok,8625,0.11497807502746582,data/raw/satloc/part_1/UAV Data/traj01/106@105099@112.813473@28.304900.png,112.813473,28.3049,03062,1109.4584841616975,False,909.9287441207988,False,81,18.507619631773593
106,v8_lab_logchroma_fused,ok,8625,0.15230417251586914,data/raw/satloc/part_1/UAV Data/traj01/106@105099@112.813473@28.304900.png,112.813473,28.3049,01194,1107.9708155629164,False,1025.8860158706295,False,268,18.507619631773593
