policy,token,processed_candidates,chosen_tile_id,chosen_error_m,hit_le_threshold,chosen_union_rank,chosen_lightglue_rank,chosen_hybrid_rank,chosen_lg_score,chosen_hybrid_score,chosen_inliers,chosen_matches,chosen_min_coverage,union_top1_error_m,union_top1_hit_le_threshold,oracle_processed_error_m,oracle_processed_hit_le_threshold,oracle_lightglue_rank,oracle_hybrid_rank,oracle_union_rank,oracle_tile_id,s5c2_chunk,hit_eval_only,chosen_error_m_eval_only,dangerous_false_eval_only,lg_score,lg_inliers,lg_matches,min_coverage,chosen_lg_rank,top1_lg_score,top2_lg_score,lg_score_margin_top1_top2,lg_score_ratio_top1_top2
lightglue_only,166,50,5181,1605.475220505327,False,29.0,1.0,4.0,15.145957446808511,19.26012947587082,9.0,47.0,0.25,803.5274087282285,False,223.4526147793804,False,50.0,50.0,46.0,402,chunk00,False,1605.475220505327,True,15.145957446808511,9.0,47.0,0.25,1.0,15.145957446808511,13.182352941176472,1.9636045056320395,1.148957057544599
lightglue_only,171,50,4515,955.7866040127848,False,45.0,1.0,19.0,12.954662921348316,15.349090112348232,6.0,89.0,0.1875,3370.261768819934,False,215.2302037162713,False,50.0,50.0,43.0,2025,chunk00,False,955.7866040127848,True,12.954662921348316,6.0,89.0,0.1875,1.0,12.954662921348316,12.917727272727271,0.03693564862104459,1.0028592993056158
lightglue_only,176,50,3666,863.2697958263913,False,38.0,1.0,12.0,13.182352941176472,17.155681467961045,6.0,85.0,0.25,1713.606878785646,False,195.18788742717217,False,14.0,7.0,6.0,1279,chunk00,False,863.2697958263913,True,13.182352941176472,6.0,85.0,0.25,1.0,13.182352941176472,12.92769230769231,0.25466063348416235,1.0196988470504231
lightglue_only,181,50,1648,26.43326356485385,True,1.0,1.0,1.0,106.72690476190476,117.22690476190476,79.0,525.0,0.6875,26.43326356485385,True,26.43326356485385,True,1.0,1.0,1.0,1648,chunk00,True,26.43326356485385,False,106.72690476190476,79.0,525.0,0.6875,1.0,106.72690476190476,13.999606741573034,92.72729802033173,7.623564485205863
lightglue_only,186,50,1648,24.116585303341022,True,4.0,1.0,1.0,89.98674518201285,97.48674518201284,65.0,467.0,0.625,688.8220228064212,False,24.116585303341022,True,1.0,1.0,4.0,1648,chunk01,True,24.116585303341022,False,89.98674518201285,65.0,467.0,0.625,1.0,89.98674518201285,12.807352941176472,77.17939224083638,7.026178289558931
lightglue_only,191,50,1648,23.223608820880912,True,34.0,1.0,1.0,110.60378787878788,114.63277938964292,84.0,495.0,0.6875,684.0281076530047,False,23.223608820880912,True,1.0,1.0,34.0,1648,chunk01,True,23.223608820880912,False,110.60378787878788,84.0,495.0,0.6875,1.0,110.60378787878788,13.145714285714286,97.45807359307359,8.41367653935574
lightglue_only,196,50,1773,29.408003084881145,True,1.0,1.0,1.0,92.20714285714286,104.20714285714286,69.0,420.0,0.625,29.408003084881145,True,29.408003084881145,True,1.0,1.0,1.0,1773,chunk01,True,29.408003084881145,False,92.20714285714286,69.0,420.0,0.625,1.0,92.20714285714286,13.292727272727271,78.91441558441558,6.936661000058621
lightglue_only,201,50,1773,23.67719489349913,True,2.0,1.0,1.0,99.67237623762377,109.91501692474306,77.0,404.0,0.625,819.5605922020729,False,23.67719489349913,True,1.0,1.0,2.0,1773,chunk01,True,23.67719489349913,False,99.67237623762377,77.0,404.0,0.625,1.0,99.67237623762377,13.182352941176472,86.49002329644729,7.561045943951824
lightglue_only,206,50,1773,24.20512488938083,True,2.0,1.0,1.0,81.00156424581004,91.24420493292934,61.0,358.0,0.5,817.2706479211315,False,24.20512488938083,True,1.0,1.0,2.0,1773,chunk01,True,24.20512488938083,False,81.00156424581004,61.0,358.0,0.5,1.0,81.00156424581004,13.591415094339624,67.41014915147042,5.959759427812967
lightglue_only,211,50,1898,26.97018565271046,True,10.0,1.0,1.0,84.11580865603645,90.51317525213749,61.0,439.0,0.5,807.5328667783117,False,26.97018565271046,True,1.0,1.0,10.0,1898,chunk01,True,26.97018565271046,False,84.11580865603645,61.0,439.0,0.5,1.0,84.11580865603645,13.292727272727271,70.82308138330917,6.327957155084127
lightglue_only,216,50,2023,23.8045294338649,True,50.0,1.0,1.0,97.00802575107296,99.35655388849682,72.0,466.0,0.625,1772.6590522852166,False,23.8045294338649,True,1.0,1.0,50.0,2023,chunk01,True,23.8045294338649,False,97.00802575107296,72.0,466.0,0.625,1.0,97.00802575107296,14.569285714285714,82.43874003678725,6.658392707334517
lightglue_only,221,50,4267,633.2042694210152,False,44.0,1.0,16.0,12.58879746835443,16.49333150208772,6.0,79.0,0.1875,2110.4768372652848,False,372.4751454628172,False,2.0,32.0,50.0,902,chunk01,False,633.2042694210152,True,12.58879746835443,6.0,79.0,0.1875,1.0,12.58879746835443,12.435,0.15379746835442987,1.012368111648929
lightglue_only,226,50,8161,1673.343195373056,False,9.0,1.0,2.0,12.33344262295082,18.83344262295082,6.0,61.0,0.25,866.3583299619444,False,355.40928138964125,False,25.0,46.0,44.0,1152,chunk01,False,1673.343195373056,True,12.33344262295082,6.0,61.0,0.25,1.0,12.33344262295082,12.02657894736842,0.3068636755823988,1.0255154584629027
lightglue_only,231,50,8288,1668.450982056715,False,8.0,1.0,3.0,12.85578947368421,19.477109817243853,6.0,76.0,0.25,785.2667667704079,False,413.26206400920375,False,31.0,31.0,34.0,4026,chunk01,False,1668.450982056715,True,12.85578947368421,6.0,76.0,0.25,1.0,12.85578947368421,12.23282608695652,0.6229633867276902,1.0509255491984748
lightglue_only,236,50,5312,1501.927959018859,False,24.0,1.0,7.0,13.145714285714286,17.370459157105874,6.0,84.0,0.25,1454.8874457642476,False,365.9454500380948,False,4.0,17.0,36.0,3641,chunk01,False,1501.927959018859,True,13.145714285714286,6.0,84.0,0.25,1.0,13.145714285714286,12.918571428571427,0.22714285714285865,1.0175826606214753
lightglue_only,241,50,8412,1579.155901285814,False,36.0,1.0,16.0,12.96379746835443,16.96379746835443,6.0,79.0,0.25,2328.826169995732,False,330.87387904786203,False,36.0,15.0,10.0,3641,chunk01,False,1579.155901285814,True,12.96379746835443,6.0,79.0,0.25,1.0,12.96379746835443,12.642857142857144,0.32094032549728624,1.0253851104913108
lightglue_only,246,50,6084,2242.8901837501867,False,24.0,1.0,6.0,14.496129032258064,20.22087390364965,8.0,62.0,0.25,813.8614075701851,False,280.2443674368063,False,36.0,44.0,31.0,4151,chunk01,False,2242.8901837501867,True,14.496129032258064,8.0,62.0,0.25,1.0,14.496129032258064,13.999606741573034,0.4965222906850304,1.035466874166584
lightglue_only,251,50,3398,33.83656940906231,True,6.0,1.0,1.0,63.3940861618799,70.34357590466307,43.0,383.0,0.4375,54.018366022810696,False,5.234032282158039,True,2.0,2.0,4.0,3399,chunk01,True,33.83656940906231,False,63.3940861618799,43.0,383.0,0.4375,1.0,63.3940861618799,48.66637931034483,14.727706851535068,1.3026259002671368
lightglue_only,256,50,3648,38.5941965456148,True,2.0,1.0,1.0,34.55437869822485,44.797019385344136,23.0,169.0,0.375,18.74761651796645,True,16.2475356965014,True,9.0,8.0,5.0,3524,chunk01,True,38.5941965456148,False,34.55437869822485,23.0,169.0,0.375,1.0,34.55437869822485,25.093773584905662,9.46060511331919,1.3770100611336473
lightglue_only,259,50,3776,73.50896223686094,False,31.0,1.0,1.0,31.40754901960784,35.48518083176849,19.0,204.0,0.3125,39.31594716899188,True,19.85008059085271,True,4.0,4.0,2.0,3774,chunk01,False,73.50896223686094,False,31.40754901960784,19.0,204.0,0.3125,1.0,31.40754901960784,21.089803921568624,10.317745098039214,1.4892290671079789
lightglue_only,261,50,3898,46.68717214122272,False,1.0,1.0,1.0,20.07673913043478,32.07673913043478,12.0,92.0,0.3125,46.68717214122272,False,3.173043086197424,True,13.0,7.0,4.0,3774,chunk01,False,46.68717214122272,False,20.07673913043478,12.0,92.0,0.3125,1.0,20.07673913043478,16.481754385964912,3.594984744469869,1.2181190582193842
lightglue_only,266,50,4023,35.430535882178944,True,2.0,1.0,1.0,18.70971830985916,28.95235899697844,11.0,71.0,0.375,8.73182821171255,True,8.73182821171255,True,39.0,2.0,1.0,4024,chunk01,True,35.430535882178944,False,18.70971830985916,11.0,71.0,0.375,1.0,18.70971830985916,11.98,6.729718309859159,1.5617461026593622
lightglue_only,269,50,4150,36.45578499835364,True,38.0,1.0,16.0,11.77813953488372,15.751468061668296,6.0,43.0,0.25,684.7896510216616,False,7.532041265804385,True,4.0,2.0,5.0,4149,chunk01,True,36.45578499835364,False,11.77813953488372,6.0,43.0,0.25,1.0,11.77813953488372,11.635588235294115,0.14255129958960566,1.0122513186877142
lightglue_only,271,50,4274,18.960849223413444,True,18.0,1.0,2.0,14.845,20.75921356237309,9.0,50.0,0.1875,657.3093286720513,False,18.960849223413444,True,1.0,2.0,18.0,4274,chunk01,True,18.960849223413444,False,14.845,9.0,50.0,0.1875,1.0,14.845,12.58457627118644,2.26042372881356,1.179618580721626
lightglue_only,276,50,4399,2.081395031634583,True,30.0,1.0,1.0,19.76176470588236,23.857209820892685,13.0,85.0,0.125,2650.336616009035,False,2.081395031634583,True,1.0,1.0,30.0,4399,chunk01,True,2.081395031634583,False,19.76176470588236,13.0,85.0,0.125,1.0,19.76176470588236,11.46888888888889,8.29287581699347,1.7230757833069292
lightglue_only,281,50,4651,71.91698111836607,False,32.0,1.0,1.0,30.54833333333333,34.608993505113155,23.0,96.0,0.125,1524.9222337367064,False,45.22320051365482,False,32.0,33.0,38.0,4774,chunk01,False,71.91698111836607,False,30.54833333333333,23.0,96.0,0.125,1.0,30.54833333333333,12.010588235294115,18.537745098039213,2.5434502236588634
lightglue_only,286,50,277,1278.1238984230704,False,47.0,1.0,34.0,12.896363636363636,15.271553585351004,7.0,44.0,0.25,2289.23928091932,False,62.08044324373353,False,33.0,40.0,38.0,4648,chunk01,False,1278.1238984230704,True,12.896363636363636,7.0,44.0,0.25,1.0,12.896363636363636,12.82,0.07636363636363619,1.0059566019004396
lightglue_only,288,50,2627,997.1755991936808,False,22.0,1.0,10.0,12.891688311688313,18.670892609821976,6.0,77.0,0.25,2255.1539348938527,False,162.36170609886472,False,45.0,42.0,31.0,4401,chunk01,False,997.1755991936808,True,12.891688311688313,6.0,77.0,0.25,1.0,12.891688311688313,12.734156626506024,0.15753168518228833,1.01237079845982
lightglue_only,291,50,3418,807.6477848454399,False,8.0,1.0,2.0,13.21906976744186,19.8403901110015,6.0,86.0,0.25,856.3120010697285,False,195.84393943339256,False,11.0,22.0,25.0,4401,chunk01,False,807.6477848454399,True,13.21906976744186,6.0,86.0,0.25,1.0,13.21906976744186,12.576052631578948,0.6430171358629124,1.051130283460191
lightglue_only,296,50,4384,578.5201804749794,False,11.0,1.0,3.0,12.136363636363637,18.445431703830216,6.0,55.0,0.25,866.6745032772563,False,214.23270813404844,False,32.0,33.0,28.0,4526,chunk01,False,578.5201804749794,True,12.136363636363637,6.0,55.0,0.25,1.0,12.136363636363637,11.833333333333334,0.30303030303030276,1.025608194622279
lightglue_only,300,50,5061,1292.1712185392332,False,14.0,1.0,5.0,12.201052631578948,18.304620083053493,6.0,57.0,0.25,1326.9549189725512,False,226.93049558039985,False,7.0,22.0,31.0,4651,chunk01,False,1292.1712185392332,True,12.201052631578948,6.0,57.0,0.25,1.0,12.201052631578948,11.925,0.2760526315789473,1.0231490676376476
